ts,attraction_id,wait_minutes,is_open
2026-08-01 08:54,leagues_20k,0,0
2026-08-01 08:54,frozen,0,0
2026-08-01 08:54,aquatopia,0,0
2026-08-01 08:54,ariel_playground,0,0
2026-08-01 08:54,big_city,0,0
2026-08-01 08:54,blowfish_balloon,0,0
2026-08-01 08:54,electric_railway,0,0
2026-08-01 08:54,tinkerbell,0,0
2026-08-01 08:54,flounder_coaster,0,0
2026-08-01 08:54,fortress,0,0
2026-08-01 08:54,indiana_jones,0,0
2026-08-01 08:54,jasmine_carpet,0,0
2026-08-01 08:54,journey_center,0,0
2026-08-01 08:54,jumpin_jellyfish,0,0
2026-08-01 08:54,nemo_searider,0,0
2026-08-01 08:54,peter_pan,0,0
2026-08-01 08:54,raging_spirits,0,0
2026-08-01 08:54,rapunzel,0,0
2026-08-01 08:54,scuttle_scooters,0,0
2026-08-01 08:54,sindbad,0,0
2026-08-01 08:54,soaring,0,0
2026-08-01 08:54,magic_lamp,0,0
2026-08-01 08:54,tower_terror,0,0
2026-08-01 08:54,toy_story,0,0
2026-08-01 08:54,turtle_talk,0,0
2026-08-01 11:36,leagues_20k,40,1
2026-08-01 11:36,frozen,120,1
2026-08-01 11:36,aquatopia,40,1
2026-08-01 11:36,ariel_playground,0,1
2026-08-01 11:36,big_city,0,0
2026-08-01 11:36,blowfish_balloon,20,1
2026-08-01 11:36,electric_railway,5,1
2026-08-01 11:36,tinkerbell,30,1
2026-08-01 11:36,flounder_coaster,25,1
2026-08-01 11:36,fortress,0,1
2026-08-01 11:36,indiana_jones,0,0
2026-08-01 11:36,jasmine_carpet,0,0
2026-08-01 11:36,journey_center,80,1
2026-08-01 11:36,jumpin_jellyfish,15,1
2026-08-01 11:36,nemo_searider,15,1
2026-08-01 11:36,peter_pan,50,1
2026-08-01 11:36,raging_spirits,50,1
2026-08-01 11:36,rapunzel,40,1
2026-08-01 11:36,scuttle_scooters,10,1
2026-08-01 11:36,sindbad,10,1
2026-08-01 11:36,soaring,120,1
2026-08-01 11:36,magic_lamp,15,1
2026-08-01 11:36,tower_terror,40,1
2026-08-01 11:36,toy_story,80,1
2026-08-01 11:36,turtle_talk,15,1
2026-08-01 14:42,leagues_20k,25,1
2026-08-01 14:42,frozen,120,1
2026-08-01 14:42,aquatopia,40,1
2026-08-01 14:42,ariel_playground,0,1
2026-08-01 14:42,big_city,0,0
2026-08-01 14:42,blowfish_balloon,25,1
2026-08-01 14:42,electric_railway,10,1
2026-08-01 14:42,tinkerbell,30,1
2026-08-01 14:42,flounder_coaster,20,1
2026-08-01 14:42,fortress,0,1
2026-08-01 14:42,indiana_jones,0,0
2026-08-01 14:42,jasmine_carpet,0,0
2026-08-01 14:42,journey_center,120,1
2026-08-01 14:42,jumpin_jellyfish,15,1
2026-08-01 14:42,nemo_searider,15,1
2026-08-01 14:42,peter_pan,40,1
2026-08-01 14:42,raging_spirits,50,1
2026-08-01 14:42,rapunzel,30,1
2026-08-01 14:42,scuttle_scooters,10,1
2026-08-01 14:42,sindbad,10,1
2026-08-01 14:42,soaring,120,1
2026-08-01 14:42,magic_lamp,15,1
2026-08-01 14:42,tower_terror,40,1
2026-08-01 14:42,toy_story,90,1
2026-08-01 14:42,turtle_talk,15,1
2026-08-01 16:51,leagues_20k,15,1
